ID,Is_Lead
OBBEGBSY,0.5172771487781349
FJEHOK8W,0.04555519654176079
3GMAEVPJ,0.09881403601511901
WAVDLUTH,0.05490150729121525
6EN8GZX6,0.11352076313039372
VXGA3GKB,0.15105593645810667
U4MZ3U8C,0.45815033406796946
GU4RDP8S,0.8495720639444506
N3TPNHCD,0.12818289231739982
JRRHWQC8,0.6379421863957666
NZ5GBHZK,0.03435130377824229
LCUC2LAJ,0.7743614966336817
DJDSU9D2,0.880162900659946
647K6DBR,0.06026474172267417
7NFXVESK,0.05014150968383245
EWUWF25N,0.06073967270716093
7QKYPLA8,0.049901265840784845
XQVXWBNO,0.057075138067801276
CNWH4MVA,0.06085053762844739
AFJUJFQD,0.05789522043543474
QKMFDX9H,0.1405015533391808
YYMB5QBY,0.050833594052704066
IRY3SEX7,0.23240935542022462
CUAUZJH8,0.1596101646703085
JYFUYQF5,0.3794566228899131
I4NYEDFE,0.5636498916932483
M3RSPRGQ,0.1656310490877615
JIL3KWQN,0.12047606710667291
X4B5ZBWU,0.17701115202180212
AHYTHHSE,0.06137483827936703
E7EHQEQK,0.2586254885146469
FAMHAVN3,0.865987036119951
CCGKCTR6,0.07289436896487954
6DTSELRV,0.05893570379730112
LU8X3G6O,0.16812284193306645
NPFDAUJY,0.06211769730073109
DR9PXCFU,0.032018932417322635
SHVZMWBV,0.04815760669384929
8TGXGZHX,0.2449185169732111
IKRSHJFW,0.17817984163183526
TYKRZDCP,0.5760043845426883
9IDA3L7P,0.08964743739069662
ASOWCMDB,0.06205432637945468
KZ5J2JGC,0.8437736361321608
D5UCFKTV,0.06230632488638744
2N8FFP7W,0.03456502808568021
SA36MTFS,0.023243977934361785
8UDMURUH,0.14001108911180382
7VSQV6QN,0.12896756108362342
IFUG9NC5,0.058507454505180356
EQXDLQRG,0.241412013296588
JAR8YY9J,0.08838380311951757
BS4TAF6M,0.057168364378458375
WQJ9SPT9,0.8142204092158059
7QHT4ON2,0.052225588108111884
FNGPQN7B,0.13572162523005982
DDOMDZRU,0.5718924215823937
QYR9HXHP,0.3262279228274712
S4NGXFXY,0.019840296018785755
NOJ2KSCC,0.8270942597004409
ZD2JRUNB,0.4389682975261059
GZIPTSNN,0.061711069677561015
LCFYUVE9,0.8940541657619794
PPANVU9W,0.05381927839030276
DRPV9STB,0.06957034519884177
AFSPF3WZ,0.9804304399288162
GPXEUNND,0.8749360355767097
NSADMDSM,0.06520396765629316
CKWJU8RQ,0.5244565764692252
F7MNZSSU,0.048119178605004864
BDGVMPZY,0.5792924602733471
IA3MSRTR,0.06059154135679218
JD3WTPMG,0.22973432058798587
QT6DF6EW,0.8466533522677944
NVDEMCZ2,0.046766249265060386
9B6UTJVT,0.0632940968426777
U6QYES9J,0.02431196768259819
DZQPDSPS,0.12318372048246526
CRGXVSBF,0.896501923021582
XIHJYS2V,0.5141925812255861
7X2MC5GZ,0.8763591475217052
ZBDVXTM5,0.05344866614114412
UUBQPBR5,0.06477006102728765
CUMZFBTD,0.09057206740608094
E7QXYSQN,0.022395913836935146
6UQAJP48,0.06318492232771794
QHWB768Y,0.06458675612352625
R6RXMXOJ,0.23653850226101522
WXQGZG5K,0.031133593664175254
GCUFKLHG,0.06893366652545901
SJX4372M,0.05192384299955306
VGEAMUZZ,0.050297499732911435
ZWDXVKDF,0.7827392134015421
WGMRCYLR,0.050447824131254884
SI43K5CY,0.09802635782825758
DSNBS2RS,0.1141361100707329
XIMZCKSR,0.3620633002339057
VEW9FXHT,0.02087251083050161
JZJHDDDJ,0.3711332411910719
4TYUR5HA,0.3941392645258605
UHCDFDRX,0.2323233432690065
E5QMOFUM,0.08275894714762944
PSNVWDZH,0.08143536418796668
5IQSWONG,0.05989316743817788
CEAZEPY4,0.9810531725113627
2TNRJXRX,0.025525912978872647
BFROCARA,0.07319010156695616
GRTJMRKM,0.02221480556528402
6EDAM4EU,0.09265794328093382
NRDB58KL,0.04610045414728703
TCPJCWZR,0.05838399034304794
KG8LD2BE,0.036133051706375714
FHZ3XFDV,0.09386763313247781
NZKCSDZ4,0.16963239013112913
6DG6KJG4,0.04417312832316543
BVPKDUNU,0.2821951067449543
APR4PQ6X,0.0913088078003415
HPWS8YFG,0.1388350699217606
VRPBGTPU,0.05555445402543283
XBCSX7G7,0.08293067533556212
KEH3G8UA,0.12260618229745796
WXNAVFLT,0.04136027735426611
8J8NJ7M6,0.09514463950757902
D4UW7Y85,0.07205584168350745
SZRESXN7,0.0535045674905715
UUQSXK5T,0.06424817610684616
GPMUKOVY,0.26760282140739344
6FYOKAZ5,0.15708750073559669
ENUB4N9S,0.19140241442687617
KERBCSGE,0.9783901126247148
7HTA4C6J,0.829499096872004
4BTVMT6W,0.10936290402177383
MR3J9USD,0.24279031012079688
7S83FNQW,0.5662398002351876
MSOKLC7S,0.023188532909524575
GFMNATHU,0.03185499286577746
NG4ABA6H,0.9212464234401705
3GFHRAQY,0.21736042821509266
BCSGZZPE,0.11283174884844807
PQ9MCGZC,0.10997477849591003
K7N596CG,0.05059204110626178
8RUL6JEE,0.06562514126861733
CVOFJRMP,0.07996498323979266
B4FQX4HG,0.07514569422135056
W7HAQKDV,0.05185919105902896
8C5PKJ7G,0.043469985340634086
E4GQJZSQ,0.059786590966258685
UENREGNV,0.8686757653742135
CC4LYHEW,0.815033504640841
GDKGLTBT,0.05826763840997158
G3ER8CGX,0.0659554610714563
ZG4KT59X,0.020832337088358528
LW93KJMZ,0.45711591681836966
9AR5FBSQ,0.4524292429653497
FHLWDMRV,0.10944290051524698
EON5DCWD,0.9762159428824055
J8UXTMYV,0.33783384143319306
IXBW5HZH,0.05905501578198734
LDHQB458,0.04913583920095681
GNHTIKF3,0.057482663894884344
8NO22KTE,0.026343916766732745
SGJFSSJK,0.1699245385775947
TD8D3NDD,0.059329595561811624
8RQ27JGU,0.8311378373928779
A8GKBMBO,0.8225624628983239
ODVMNUDE,0.4882849952714903
EA5CRL7L,0.05657441079971133
6UI7RPCH,0.2670583550752169
7BJYM94L,0.06374176184178786
X3PZJF7F,0.4688427843623867
YCSSMPV7,0.48954371244399286
4EV9VXL8,0.5392003209528677
IPNJFQTY,0.18759226832410664
XPWNJRJC,0.03164305732182336
3WHNSBRB,0.20405259234000922
U245YKM8,0.0674941548202367
68EFFKBB,0.8601620749565015
NEUII7AB,0.9789342308740983
F7CSLYWT,0.05640250506250463
5EOMOZHG,0.10558024701725105
6CYUTUFN,0.5511403952058012
K7YUC8LF,0.2338858072257594
LSMCXMXA,0.04603594991858564
AALPBPBP,0.05474816872184682
ZPX6VOH2,0.07398700151167374
CDBFWQGM,0.1053167314813164
JUQ76NJV,0.858045374126869
QHE7UULR,0.052045426639703865
JRMNMZJA,0.042254544478752896
GZ4EZZFX,0.17253124701726658
9L9JFIAR,0.6233757968917801
GTOE4RN4,0.18819421876103015
CUYE7ST4,0.25583659519816015
FFM6DHEA,0.8708930082845567
5XUK7XLZ,0.4875594088344314
4HTGJEEZ,0.06196627139884328
RWYBAMRG,0.1511610960683634
RQZGBGGN,0.820216564791809
ITVSUTU9,0.3467291488118279
6UMDX7NQ,0.38900387719118656
4IVKAFYY,0.5656096100351478
ZKYOSQEU,0.5016517368988281
9JYXIDL4,0.9846457840366858
XNURWQBT,0.06273389278611008
HVNIJFQC,0.05501893166801268
CGGVBJKZ,0.9802549631509379
JO9DV3NY,0.8466377205754259
EYENUQR9,0.3360398785714901
FPU4ZI8H,0.07551052041505699
2MALVTY4,0.0911496759041683
QN4REV7D,0.07092571419601723
27F5ZEQA,0.0769262758281822
MKJUE4K2,0.05482682789441509
4ECWF4DN,0.08056743672909084
KWBJAQMY,0.05167165308219243
3YAW8OEY,0.12823812406411228
ZHHFH7H9,0.8919087947729232
BO2822VM,0.18218798080756746
NQZUPVUA,0.029726399633521944
MUT2PZ7T,0.39480609293000346
2MFKPCPS,0.8438966099300229
4RLVOVMJ,0.6920611100030647
JISGN7XF,0.058257536564537665
NNOFHDAC,0.060714928325121875
ODE23CPW,0.023261001261569696
ZNTYNFME,0.31651294405200725
NQM48VKU,0.09790125711299105
DGVBCYY7,0.04297383894858724
9F38NUKC,0.21208356736225686
3Z7KCIZS,0.061735723317445756
ERAX3STD,0.05040043179469892
N9TCDYYG,0.08368342334324864
R4UMWUZK,0.076849862210497
CPERTJBJ,0.15199957864734798
4XK5BMA9,0.06913490316491686
2PKDM5B2,0.051913872385878995
SW5GTHZN,0.42930210339808994
ATJAEQCJ,0.15110692953242175
NHNXBSFY,0.13787288505781808
NRGYTYZJ,0.07694173221272864
UZNABWAT,0.05389687726078671
CVP3VZN5,0.058824449889206626
JEAYZXKC,0.05826948732018441
87LFEVTZ,0.2633746535155004
N7ZEJ2CQ,0.0703751676123714
AQT3ADAP,0.04733720205157357
WC8ROKF8,0.0569113368879204
D9HWEXEV,0.048565447156114175
MMHWGZCN,0.07656396091813494
YKCAQFHU,0.40882082476534987
NDPFBA9X,0.43306959338809087
3T6C7AEA,0.1844071117850808
GZWB38J9,0.03787012064561865
OFTXYNYQ,0.06091890136609797
QYZQIXBJ,0.532670303983697
N7PJT5HO,0.046383035395005545
JP2PNX9X,0.20319878852615453
N3FUZDIH,0.06702290264877361
UXKAVBLS,0.02231293169533359
G24JWDKS,0.022520262862017814
HQOKKQVX,0.21918410260279203
HTXFVZZG,0.038989579977590574
3TJKVA4J,0.05410680694801329
CRGS7FPX,0.029811271142120305
BTRJTMR3,0.08219149230273694
ERLPQML7,0.021682657833481014
9FDFXYAW,0.5132337042176375
MEEKFDZZ,0.05268667248623341
ZGY8ETLW,0.2298876203083806
AXVUJHT9,0.0753420444247075
35ILRW7D,0.49546047111091485
DR2U5JQX,0.043087259709027104
WHZ7CEY6,0.30811618963119697
UCPMS2KF,0.06485576806223495
HB6MJHDN,0.27225571360029094
7NWFPJ2X,0.11940016804027723
4QXD6K4K,0.192635276627062
D6H3RTAZ,0.13362288894219873
L67WSXUY,0.036978700379400424
IXHVY78L,0.05955021155178915
H6KE88O6,0.38130664857238517
EAPKN7G8,0.985605809890378
GQXJSFJE,0.10285862907178805
BVHSRABV,0.05504231397241602
DUY76GFX,0.1172863646833483
O7H9KPSD,0.370372079174039
6EDBA5AN,0.1026421190949611
V24CAXFM,0.059446180068210314
SERPSAWP,0.020291763424055108
H47QYY5K,0.06311719259912388
5TYQNFPE,0.41299073014046195
HGDB7KMR,0.43564371149605247
DWH8Q2S3,0.17884601506596381
USNBQZAK,0.06905106863908869
I89VR4AB,0.061178073597595146
ATZVVXWJ,0.4672818304493336
HOKP6ZTS,0.06460595003759281
ZDKT2SSW,0.05111977821290214
DK5HJYQE,0.029245706246819166
ABKW7FGW,0.10456105669024883
BCSW3W7T,0.04810185587218912
6T4VNEWD,0.5372750381246854
XBALBNYB,0.32287702729746115
NWMJR3W5,0.07591436590105746
Q5BJ4ULE,0.06957859729872796
DOFSPEWD,0.7633435549906361
ANX8FUBJ,0.05850659260431837
KPR67SVO,0.021468994455530216
44EV7IJE,0.06174677853294916
VZEK4IOK,0.4210436069475194
CZMKWRQN,0.06591694297340293
VGQUQLXT,0.2020753736356158
MS6GASNJ,0.023060294526430596
4ENG9TKV,0.8082705352476274
UHRRWLGR,0.04637610238764294
APFSHZYP,0.06429574223893977
M7MURWXC,0.457379511525415
3EOATQBT,0.04966750251947984
MDZG7EZX,0.06524865528077436
QZ6LSSTB,0.06151771524532315
Y7EEZYYS,0.9276720034922715
RYKLU6HL,0.06848178456605619
CWQ8OAQ8,0.05823055478496013
WSFUNE28,0.794533562404913
9PFQKPRB,0.060744055255877755
MCLXWKBC,0.05143817084654107
NWDXDZEN,0.23159411417410142
EBLDBRDR,0.2213525913904235
CJRW5JYT,0.37964443340764265
CMMKRNUZ,0.114695250452123
EATPTPY3,0.07190377227128217
J5AGUF6Q,0.07767742651502073
8WYO2BBG,0.3738165931841003
9EPXIMZB,0.04137711705363589
UZERUG9W,0.07465856160360554
QEQ79QUC,0.07676903864548883
ZNHVE7QZ,0.10574684703151083
PU3J43GY,0.8209301818278083
HWDBXAUK,0.054928309472443655
W74BHIAD,0.07444381475026547
MGLDAPOA,0.05998299941573529
BYFCPDX5,0.09445441808065372
S2QDUDEJ,0.9826773130013575
HBYRWBWL,0.021735548842141066
8CIAWHWZ,0.8707396424133348
ZFYFFXT5,0.07385498128142286
UGIADHRB,0.13930328879561543
JDDGRBSU,0.17286716321699527
NBS2LTYW,0.24847351398679265
DBKM3FRW,0.07837657300615855
GLBHRXKB,0.04717424939938199
9WDPTNCN,0.021361153721073573
NVVVFQ9U,0.877083438104383
6AT635HW,0.12645484129677614
HPHDI6NN,0.052763251534354655
CPNAGJ95,0.06131884495677402
FY6AFNCK,0.8929900949385952
KWQAVZOE,0.8435548081137597
HGBDE3LM,0.465361495810462
SYKEB6EV,0.0701291870647536
9BROJWWS,0.45704353949041987
CG8DGVAV,0.17926610955419986
H7MT8CNK,0.06234442767372918
GJVVWNKN,0.8380074331909109
FXWTMJDG,0.09545582726293095
OSNGFACM,0.06564912623125625
PBFT55CF,0.9718294124944938
4P8GFHSL,0.03480324606263001
9ZZ4F4XF,0.3853758618439075
CN4YERMU,0.8291289573537195
8TUDLTWK,0.13940084121031704
USFZPY7Z,0.016897960384043675
VBJXREA8,0.037296626088655464
9LBNXHQ2,0.17836363690962523
PY6HCDWF,0.06127206077150965
9VJMJR6X,0.06189484958021141
4GAEJIQO,0.03568236888782746
F34SD6YQ,0.06325507934295663
HZ3BZVH6,0.19197223132549274
9WVBAWEY,0.1780036741328641
BPNYRSEH,0.06078636917901051
7OGHEHO3,0.22089685941831272
LRJZMHFT,0.05759230698335864
PCHQW72T,0.4581394819807859
BFJQGRFT,0.4676880508488841
UVJ6UYBF,0.08369659689780662
LRVO7MCH,0.25622144979600214
EAOF4EYO,0.8142215956030332
5HPCBEQQ,0.8815567435364053
8FJBKABE,0.06806844538775172
27J5UDAU,0.0335846221038583
4MAT9RSM,0.8871044089737292
SBDGZSY9,0.8499236312259691
HPYN9M2Z,0.05211562119418715
G7D2BESM,0.8175852133356755
TWN7YQPN,0.06906121772087231
BJRGMNFZ,0.2030837751123241
9HFPJV3S,0.05072714002867239
6WKJAUAG,0.058944546982301005
BZUANVCU,0.19975064575363113
NYWLDSFZ,0.8481364012340804
LTW8JGAZ,0.07552574278215567
IMDQJUTW,0.05700463401905079
AVHZRCH8,0.19664287248717052
LTSDWAVT,0.032104097953537726
9WVKLADB,0.5548575871498713
GXDSQJS2,0.03139548229086548
4IHXKUNA,0.3766777354468536
BTYDUQPC,0.07103079857479122
BKCNFM72,0.11214669247398049
UMVSSZ9N,0.05697579785880521
N2STVKOI,0.053685416395562374
ZZJQB3EY,0.5084792295271929
FZJK9GH7,0.0612411708687467
NTIWWNVB,0.07942321585436081
NBCRWUBE,0.22768856560194164
UBPYOBYG,0.06814863766962717
K8RKMGVW,0.50934983816857
HFTH3NC2,0.04723601898843315
759LCPDE,0.19450389045332545
DYKME2AY,0.8198364334936166
VZHURNZD,0.024238821603712393
EAJJBYHU,0.44185509270704326
T97TKZNT,0.4248981645719844
IXOEQ2YD,0.7587867515703738
BWKXTBCF,0.04890233588234122
DNKPRVB3,0.18292791663518243
JQCF2PXG,0.08205125467844453
GIABLCP4,0.05862512089241371
FDIC7S35,0.6408298895180611
5RTNFJEV,0.024158782031813097
OBZ4CU77,0.05411096391134034
XMVX6WEB,0.23464857238870235
MHARJGPA,0.0340191362167332
2QI5GPDU,0.5384790311818598
AE2NBAJ3,0.020722969531224593
MDLANJZG,0.03652577339194239
7TAP99MA,0.18265287505319516
A6AMKR2Z,0.24417566982339656
DX69CFXV,0.05629623760163468
HKCKEKV4,0.1951616372963202
CBNWXPJJ,0.2644897260580813
Z3SJXFCA,0.10409747641100445
RHTCABWR,0.8611544685159245
ILGMVREG,0.25361123443178385
BZK32SSP,0.06610661408077817
25RR4UGE,0.07035506845531425
9ZQFVNWY,0.11072553586658015
FFSTFCAA,0.10572516498839357
MBEDAX9Z,0.057819938181771294
IYERPTUY,0.09805419127163034
SBNMNBJE,0.021189786820601894
CPWDDHBP,0.48288906023525213
EN5EXSVB,0.058598129679508726
EFT7687S,0.05239090642263389
DUPIVFIW,0.05875821039189836
HTVBHNFH,0.06782539740509216
GFTV6AXH,0.0567771426654832
NTNK2ZYN,0.052965092821759374
NZ2MDLPM,0.14202662728744955
UU4ECFQ5,0.8476376776389982
FFWGNGVJ,0.05364097473133974
JDQIBLRI,0.06518676687613854
ZAWUVVWA,0.04951611135475795
FC24V4XD,0.18955619398983573
EKTZZYA2,0.05492195253090909
RVRMHDD8,0.05068736937909586
3RASGR5Y,0.22781109334832617
QRBESHHG,0.052874014786552105
MXYLFHSV,0.0683740708406978
TY85POPR,0.16867458929686124
BHXO9INE,0.055958828369438995
S2RKLYZH,0.4312594801268318
98GUQS9R,0.48472098368700545
6VD8FK4Y,0.07328641054671697
FMUHBZHQ,0.06468210083344855
IHQY3US8,0.8448777000257655
VDSNW6DR,0.12855990598172026
JF8E8TCY,0.18289766374967967
EKVBDN5B,0.1948714418155108
LJOYHFHT,0.0489343337699382
8WBDXKKG,0.48974261109921646
LNAASJ6O,0.06623620965472923
HGTW39J8,0.09371157161046179
AMYH3YSJ,0.0934390522086783
QZRPEWE6,0.055977136672211575
9RBSJHBJ,0.206343523474477
EFZ3ADG9,0.053085914022329206
CMQX6K9J,0.23487654501361285
DBVXEJCR,0.047350335849336816
PLYKWBFR,0.05642736460540214
7QNURUDE,0.04476274199388461
M8TD2YPV,0.25172855159094476
JVJZVKUJ,0.7791622622103893
XVUVCSM8,0.5637246309904647
C9CMNJEH,0.24077000182423347
IQLV6HTY,0.1098604414251576
ELG7YZUM,0.04908421011563085
PU9KWVOH,0.3781553412288545
HAYJGRRV,0.05572151554595288
KBKUHSLA,0.09708498785305726
USL6KBDY,0.03114667272181535
ZGLCSKTI,0.07555001415534675
9JQWNRGA,0.12110568658671525
EBVUVT88,0.08364606466069173
9ZU5GNSK,0.18336194241173764
EC7NIRSV,0.07042982428564806
JJ23TDTX,0.0843442605767476
IZWY5RYD,0.1068819605021823
TSYCNH93,0.05879699033987822
QSY6Q77W,0.17058162032600122
TOBSGQ3J,0.23923578556837255
FKGE6YRE,0.48739782394689535
MGAYPPJE,0.059325407760160466
IJRFUH6V,0.14306630827430666
KX9Y3LCV,0.06177214366215207
2ZDDJYHE,0.8560127020849229
NBMLMYQE,0.05479813644585392
E8XWCECR,0.1125058110046765
5FP4HKBU,0.13651459624807724
FUKFFD3F,0.2872530397885179
8BDSMQUY,0.034731843718244663
39T7KUFC,0.06261936504663929
HZSPWI2U,0.4880031860881794
LEJJKOWC,0.06105442316205518
DR5F2HVS,0.830432719460266
BJA5TRWJ,0.2462801619464245
NCVH9WFE,0.10780407661857422
ME3XYUC5,0.7989680767041044
VLCHSDHG,0.05801117254933198
59CV3HQQ,0.20922803346138297
JTAEBBQM,0.036296590608327454
OBHDYLE2,0.20476541318369665
EUEGA65T,0.06012476801711228
MO9XWHWE,0.10162937030294458
K3JSVGHE,0.06649958495283864
JFHAQZQM,0.06195614001653084
22IQJE4I,0.8368464031830911
F57YH86H,0.06685901017483964
BPNYWIPI,0.07438839621823128
FJB78783,0.10407051930782642
DIVE6ZUL,0.060221913451809495
YACVPC9M,0.306321628365061
A3FM9UVE,0.05461294201432988
9NE6ZC2Q,0.08916215242043232
4NHTDBJN,0.09181144377985977
3FH863BT,0.01994395427172717
3UBBVIGN,0.39740992901145955
NNP9TLV2,0.4182838984349164
SA7VUUTE,0.040956395962835644
ROG7ONJG,0.48069473472406277
ICEBXJHF,0.10905154531380404
HFTYHFAZ,0.0597754057262591
EC5IQBEK,0.05263405192736503
VQPXGNJV,0.03412291404675995
BNE8WOYV,0.8550486596683768
MKEXSYJN,0.06059355421990585
B2MY2KQE,0.13403847654902645
GZVND3WE,0.5074024893643143
JZ8ASRBZ,0.9743286856631512
UMQWVVHH,0.8386552999458794
MDGISGP7,0.036956829521342244
JMVHKVGP,0.03777226339882251
G5GPWASE,0.41013694218930496
A9H3PMBD,0.06702487836638414
DKEMLQCU,0.8339040780052069
VVPNRFRF,0.9181798036540931
AVIBMJNL,0.17851047799113767
3FNEIWTQ,0.05472460521420589
WMQIVFIH,0.07428960306595114
GUSEEXX5,0.2592426626322416
HZBZ7QMH,0.057551898197765336
KMTZWEXS,0.020105436693857216
62AXBXBL,0.09305699430903347
FW6GESXM,0.02717197296552182
A67RATVB,0.04934685437650627
HUWJHKEG,0.057582481189887735
KCHF33KH,0.13077717515220072
CJUKTB4B,0.05872741581387249
FA8NWHGK,0.06616898619106877
6UZE4NSH,0.851070720611099
4UUZBMXW,0.15939604685545122
QMRXRYDB,0.03698679676648971
M3A5BVAC,0.8127197282255062
II63YKTB,0.08621433241408039
4OYB27TY,0.1801138609547618
IEN9X6H8,0.04452727314619877
U9VVATUM,0.22812738576936323
SFOYCMRR,0.5036130178750884
O7WYJHA5,0.23890210866342448
STEKRYHT,0.02683856591089942
QSX9J6OF,0.44483350622136586
EVT46GYN,0.04022265842806849
IQHUPR8Z,0.04345617884400886
98WUTF8M,0.022862837630735523
5JUSHPUM,0.061773436046176765
9FMK8FZU,0.09834368770982987
WPWW4JUN,0.5761630984217199
8QUXAAHS,0.11769409855449381
EU8RGIP7,0.07268008023491036
BFT7ZJQO,0.06317609493949196
4EQAO8W3,0.9294266630138791
F3RWQSVQ,0.24540563495112602
FUA3S84W,0.0541973100391146
G9WITTNH,0.05385870558238417
TE4CM6N8,0.98489599585491
L93TY7Q6,0.024028840241941712
MK46HOFS,0.24268781420954705
NSUSAJ7C,0.035867334576089205
ZQXJP6PH,0.14137361190186098
YX6PNVKN,0.06426574226324809
7V7IJDSU,0.3834802929649922
BSDHE7F2,0.2636296563844317
DV5EXZEZ,0.7117016235574252
VDKS85PW,0.43869235496518455
4W48SFHV,0.46155944504880725
ANGVCUXZ,0.058779581675092944
IOST7D8C,0.5429539012107835
HAQAECZX,0.03451891059144172
GAB49KQU,0.7686712543815781
GEBCXWCU,0.062337348229492134
JPT2DAGQ,0.5060088274882268
RXYEGKFP,0.6402009224477752
4R6HCRNW,0.06014368859696505
MWRTSE9B,0.05577803657615214
JAC7FJCA,0.5127544792586394
5DCT43QX,0.03280056198110236
GFZMAKDD,0.06491599309556678
8WVWSZNF,0.04569335741220765
